timestamp,tweet_text,username
11/1/2019 21:02,"Last month we sponsored the 8th Annual Filipino American History Month Celebration in Tacoma. Maria and Dulci from our University Place branch enjoyed watching performers, meeting fellow sponsors, speaking with attendees, and learning about Filipino history! #soundcares https://t.co/NggCQWW6V7",SoundCommunity
11/1/2019 21:02,RT @NBCNews: A private women's university in Virginia has announced a new policy allowing students who transition from female to male while…,joleonbusby
11/1/2019 21:02,"Want to have fun while exercising? Participate in the 6th annual #Homecoming Fun Run to kick start your day the right way before the Homecoming game against University of Nevada! 
Register here: https://t.co/aZ5rMXLnOu https://t.co/MdJ5ugE77T",sdsufowler
11/1/2019 21:02,"The University of Arizona wants you! Check out the flyer and bring your transcripts to get on the spot admissions acceptance from University of Arizona representatives.

https://t.co/rzzCRHxctx https://t.co/CmkJa4Ipgj",mesacc
11/1/2019 21:02,"Iowa State University will host an Iowa High Tunnel Short Course on Monday, November 4th! The course will be held in the Garden Room at Reiman Gardens in Ames. To register, follow the link below! 🍅https://t.co/tRjtlv2Ila https://t.co/MtIFH1HewB",ISUsmallfarms
11/1/2019 21:01,@EcoSenseNow How do you upset a scientist ?? tell them you found a useful application for their theory .  That was a joke going around my university 30 years ago not much changed.,julesmo35958357
11/1/2019 21:01,Come join us for our 2nd Cultural Diversity Drum Performance presented by some of finest ICR students!!!! Learn more about our outreach in Uganda and our new drum circle on Sundays at Butler!!!! @ Butler University https://t.co/71PwChSlwq,ButlerCCC
11/1/2019 21:01,Applied for 2 jobs with the University of Georgia academic system today. Should be interesting to see how far that goes. https://t.co/ux4aSsj3zc,drahcir_rahl
11/1/2019 21:01,"RT @Lpoolcounseling: The following colleges will be visiting LHS the week of 11/4/2019 in the 400's Counseling Suite

Monday, 11/04
Univers…",TiffanyRich_LHS
11/1/2019 21:01,"RT @baba_Omoloro: 170. University of St. Thomas. 
171. Alcorn State University, Mississippi. 
172. Jackson State University. 
173. Mississi…",Toyourcy
11/1/2019 21:01,"RT @Deja_Foxx: I took the year off of Columbia University, picked up, and moved to a city I'd never even been to because I believe in @Kama…",HawkmanAlex
11/1/2019 21:01,Design Pinnacles &gt; Best Online Infographic goes to Talisman at Western Kentucky University. #collegemedia19,collegemedia
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",HeyItsDanklin
11/1/2019 21:01,"RT @DukeBlueUpdates: 👀👀👀 2020 5⭐️ Mark Williams has committed to Duke University! 😈😈😈😈😈

#Duke 2020 Class: ⬇️
Jeremy Roach
DJ Steward
Jalen…",TheDabKingNC
11/1/2019 21:01,"PARTNER SPOTLIGHT: @ColumbiaCIAO publishes scholarship from 1991 onward including working papers from university research institutes, occasional papers series from NGOs, foundation-funded projects, proceedings from conferences, journals, and policy briefs. https://t.co/A6jKTe7L4f",MISBOconnects
11/1/2019 21:01,RT @The_tomikiss: The university life you see in Grownish Vs real university life https://t.co/HMp7HblBlm,roza_xyz
11/1/2019 21:01,RT @Mark_Coughlan: The Phoenix is hiring an assistant editor/journalist. Two years reporting experience in a news outlet *or* university ne…,DialectsIreland
11/1/2019 21:01,"New: Crash in Broward on University Drive north beyond Sunset Strip, right lane blocked. Last updated at...https://t.co/uKtgMvJzTS",fl511_southeast
11/1/2019 21:01,"New: Crash in Broward on University Drive north beyond Sunset Strip, right lane blocked. Last updated at...https://t.co/jyXyHkCfTQ",fl511_state
11/1/2019 21:01,"RT @Stee_vane: GRAPHIC CONTENT: 

a final year student of the university of benin was murdered in cold blood today. nobody is talking about…",Mantee_jnr
11/1/2019 21:01,"RT @tariqnasheed: So the UK government banned me from coming to Britain. They banned my Hidden Colors films from being shown there.
And now…",npempress
11/1/2019 21:01,RT @avemariauniv: Eight-time Pro-Bowl Selection and Future NFL Hall of Famer Philip Rivers to address Ave Maria University Graduates at 202…,Hartshorne16
11/1/2019 21:01,"This is 1000000% not an original idea, but I still need to say it: 👏 DON'T 👏 ASSIGN 👏 GROUP 👏 PROJECTS 👏 TO 👏 UNIVERSITY/COLLEGE 👏 STUDENTS.

We already know other people suck!! We don't need to be reminded!!!",fernulaa
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",amaiakross
11/1/2019 21:01,RT @Detroitk12: Mark your calendars! The Greater Grace College Fair is Nov. 7th and 8th from 9am to 1pm at Greater Grace Temple in Detroit.…,jnellabella
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",KoriKnowsBest
11/1/2019 21:01,"BLU - Building Leadership and Understanding Workshop registration is now open!

Central Region will host their session on Feb 29 at the University of Minnesota St. Paul campus.

To learn more go to https://t.co/dc970tOs8P https://t.co/RkrqBFPOIr",Meeker4H
11/1/2019 21:01,"University of Chicago Cosplay Meetup: # 15. Demon 
-
-
- Cosplayer: @katzeye_forged 
-
-
- Photographer: @erikjawsphoto 
-
-
- Location: @universityofchicago 
-
-
- Hosts: @eddiebphotos @feldman.film.89 @raptordrone 
- https://t.co/cPF6cNURO5",ErikJAWSPhoto
11/1/2019 21:01,RT @MahliaBrown: This university should work for students and not the other way around. Our concerns and experiences are valid and deserve…,madisonjabens
11/1/2019 21:01,It’s five and I’m on university drive.... I never drive past four forty one.. 😫,latreaag
11/1/2019 21:01,RT @Hunter_DB7: #AGTG After a great conversation with @coachmarksmith I am BLESSED and HONORED to receive an offer from The University of A…,Coach_Calhoun32
11/1/2019 21:01,"RT @BTS_ARMYLeague: If anyone wants to know about the upcoming #BTSConference at Kingston University in London, here's all the info.

It lo…",shadowIight
11/1/2019 21:01,"RT @hormo_nelson: Imagine holding a PTA meeting in university
Dad: how is my son doing academically
Lecturer: I have never seen this young…",Akinbayo10
11/1/2019 21:01,RT @collegemedia: Broadcast Pinnacles &gt; Best Television Sportscast goes to Sports Paws at Quinnipiac University. #collegemedia19,Randy_DelValle
